Episode,Time,StateHash,Action,Reward,OldQ,NewQ,Delta
201,63015.5,122,HeatSweep,1.20,0.115,0.469,0.3545
201,63015.9,122,HeatSweep,1.20,0.469,0.717,0.2476
201,63016.2,122,HeatSweep,1.19,0.717,0.887,0.1698
201,63016.6,122,HeatSweep,-0.46,0.887,0.502,-0.3849
201,63047.5,90,Patrol,0.09,-0.124,-0.054,0.0703
201,63092.4,126,Patrol,0.18,-0.678,-0.419,0.2593
201,63132.5,144,Patrol,0.12,-0.106,-0.027,0.0790
201,63146.0,108,SweepArea,-0.29,0.274,0.121,-0.1530
201,63191.2,144,Patrol,-0.80,-0.027,-0.257,-0.2294
201,63236.2,126,Patrol,-0.89,-0.419,-0.558,-0.1390
201,63251.8,108,SweepArea,-0.31,0.121,0.009,-0.1115
201,63262.1,108,SweepArea,0.05,0.009,0.038,0.0288
201,63273.4,144,Patrol,0.97,-0.257,0.125,0.3816
201,63274.5,144,Patrol,-0.62,0.125,-0.096,-0.2207
201,63288.5,60,SweepArea,-0.12,-0.067,-0.068,-0.0014
201,63304.3,114,HeatSweep,-0.66,-0.080,-0.241,-0.1603
201,63342.8,144,Patrol,0.01,-0.096,-0.059,0.0369
201,63355.8,129,AmbushHotChoke,0.00,-0.218,-0.140,0.0781
201,63370.0,115,HideSpotCheck,0.11,-1.203,-0.798,0.4051
201,63385.0,115,SweepArea,-0.30,-0.205,-0.223,-0.0174
201,63401.0,115,SweepArea,-0.31,-0.223,-0.238,-0.0156
201,63416.1,115,HeatSweep,-0.65,-0.225,-0.346,-0.1209
202,63461.2,145,Patrol,-0.80,-0.524,-0.604,-0.0802
202,63506.5,144,Patrol,-0.68,-0.059,-0.242,-0.1829
202,63522.0,144,SweepArea,-0.01,-0.385,-0.258,0.1273
202,63531.2,144,SweepArea,-0.24,-0.258,-0.235,0.0234
202,63540.1,144,SweepArea,-0.09,-0.235,-0.172,0.0628
202,63549.1,144,SweepArea,-0.19,-0.172,-0.158,0.0137
202,63557.9,144,SweepArea,-0.44,-0.158,-0.223,-0.0651
202,63587.1,126,Patrol,-0.19,-0.558,-0.442,0.1163
202,63631.9,126,Patrol,-0.13,-0.442,-0.345,0.0966
202,63646.0,144,SweepArea,-0.29,-0.223,-0.229,-0.0060
202,63675.0,126,Patrol,-0.19,-0.345,-0.294,0.0514
202,63720.0,127,Patrol,-0.88,-0.544,-0.644,-0.0998
202,63760.2,145,Patrol,0.14,-0.604,-0.379,0.2254
202,63773.5,109,SweepArea,-0.28,-0.401,-0.355,0.0466
202,63818.5,127,Patrol,-0.64,-0.644,-0.639,0.0044
203,63863.6,127,Patrol,-0.80,-0.639,-0.685,-0.0453
203,63908.7,126,Patrol,-0.73,-0.294,-0.421,-0.1277
203,63923.1,144,SweepArea,0.01,-0.229,-0.145,0.0846
203,63952.3,126,Patrol,-0.19,-0.421,-0.346,0.0756
203,63952.7,126,HideSpotCheck,-0.50,-0.849,-0.715,0.1338
203,63997.8,126,Patrol,-0.88,-0.346,-0.504,-0.1587
203,64001.5,144,HideSpotCheck,0.40,-0.661,-0.318,0.3432
203,64003.5,144,HideSpotCheck,0.23,-0.318,-0.126,0.1913
203,64005.3,144,HideSpotCheck,0.23,-0.126,0.008,0.1345
203,64007.4,144,HideSpotCheck,0.13,0.008,0.071,0.0628
203,64009.4,144,HideSpotCheck,0.03,0.071,0.085,0.0143
203,64011.3,144,HideSpotCheck,-0.07,0.085,0.066,-0.0194
203,64013.4,144,HideSpotCheck,-0.77,0.066,-0.159,-0.2244
203,64030.1,144,SweepArea,-0.32,-0.145,-0.184,-0.0391
203,64058.7,126,Patrol,-0.19,-0.504,-0.402,0.1024
203,64103.5,126,Patrol,-0.13,-0.402,-0.318,0.0841
203,64107.5,144,HideSpotCheck,0.40,-0.159,0.034,0.1921
203,64109.5,144,HideSpotCheck,0.23,0.034,0.119,0.0856
203,64125.9,144,SweepArea,-0.31,-0.184,-0.210,-0.0264
203,64155.2,126,Patrol,-0.19,-0.318,-0.274,0.0442
203,64199.8,126,Patrol,-0.13,-0.274,-0.228,0.0452
203,64239.7,145,Patrol,0.15,-0.379,-0.221,0.1584
203,64252.5,109,SweepArea,-0.28,-0.355,-0.329,0.0258
203,64268.6,109,SweepArea,-0.31,-0.329,-0.321,0.0080
203,64283.5,109,SweepArea,-5.00,-0.321,-1.725,-1.4038
204,64284.3,109,SweepArea,-0.01,-1.725,-1.207,0.5176
204,64329.3,109,Patrol,-0.80,-0.758,-0.767,-0.0090
204,64332.1,144,HideSpotCheck,0.40,0.119,0.234,0.1148
204,64334.2,144,HideSpotCheck,0.23,0.234,0.296,0.0615
204,64336.2,144,HideSpotCheck,0.23,0.296,0.356,0.0604
204,64338.0,144,HideSpotCheck,0.13,0.356,0.386,0.0301
204,64340.1,144,HideSpotCheck,0.03,0.386,0.383,-0.0027
204,64342.1,144,HideSpotCheck,-0.07,0.383,0.351,-0.0322
204,64344.0,144,HideSpotCheck,-0.77,0.351,0.110,-0.2409
204,64346.0,144,HideSpotCheck,-1.02,0.110,-0.199,-0.3094
204,64348.2,144,HideSpotCheck,-1.27,-0.199,-0.494,-0.2953
204,64352.9,144,SweepArea,-0.05,-0.210,-0.138,0.0722
204,64356.2,144,SweepArea,-0.03,-0.138,-0.081,0.0567
204,64360.1,144,SweepArea,-0.19,-0.081,-0.089,-0.0080
204,64364.0,144,SweepArea,-0.29,-0.089,-0.125,-0.0357
204,64367.8,144,SweepArea,-0.24,-0.125,-0.134,-0.0093
204,64377.8,144,SweepArea,-0.15,-0.134,-0.121,0.0131
204,64379.2,144,SweepArea,-1.01,-0.121,-0.360,-0.2386
204,64424.3,144,Patrol,-0.88,-0.242,-0.430,-0.1886
204,64432.7,144,SweepArea,0.07,-0.360,-0.213,0.1470
204,64449.2,144,SweepArea,0.08,-0.213,-0.114,0.0992
204,64458.2,108,SweepArea,-0.09,0.038,0.020,-0.0180
204,64462.0,80,HeatSweep,-0.19,0.101,0.653,0.5521
204,64475.0,152,HeatSweep,0.02,2.592,1.883,-0.7093
204,64475.3,128,HideSpotCheck,-0.50,0.405,0.254,-0.1518
204,64475.6,128,HideSpotCheck,-0.50,0.254,0.102,-0.1511
204,64475.9,128,HideSpotCheck,-0.50,0.102,-0.048,-0.1504
204,64476.2,128,HideSpotCheck,-0.60,-0.048,-0.193,-0.1448
204,64476.5,128,HideSpotCheck,-0.70,-0.193,-0.324,-0.1314
204,64476.9,128,HideSpotCheck,-0.80,-0.324,-0.439,-0.1147
204,64496.0,146,SweepArea,-0.08,-0.082,-0.073,0.0085
204,64504.9,116,AmbushHotChoke,-0.24,-0.179,0.160,0.3395
204,64513.8,152,HeatSweep,0.00,1.883,1.350,-0.5329
204,64524.1,116,AmbushHotChoke,-0.25,0.160,0.276,0.1154
204,64533.1,152,HeatSweep,0.00,1.350,0.998,-0.3517
204,64543.4,116,AmbushHotChoke,-0.25,0.276,0.294,0.0183
204,64552.4,152,HeatSweep,0.01,0.998,0.756,-0.2421
204,64567.5,116,AmbushHotChoke,-0.50,0.294,0.065,-0.2287
204,64588.1,128,SweepArea,-0.08,-0.255,-0.194,0.0607
204,64601.1,116,AmbushHotChoke,0.02,0.065,0.067,0.0018
204,64606.9,144,SweepArea,-0.21,-0.114,-0.120,-0.0065
204,64613.9,144,SweepArea,-0.07,-0.120,-0.084,0.0362
204,64620.8,144,SweepArea,-0.07,-0.084,-0.058,0.0258
204,64627.6,144,SweepArea,-0.32,-0.058,-0.116,-0.0575
204,64634.6,144,SweepArea,-0.27,-0.116,-0.141,-0.0251
204,64641.7,144,SweepArea,-0.52,-0.141,-0.234,-0.0934
204,64648.2,144,SweepArea,-1.06,-0.234,-0.462,-0.2275
204,64693.3,144,Patrol,-0.95,-0.430,-0.585,-0.1550
204,64697.2,147,AmbushHotChoke,-0.03,-0.587,-0.415,0.1719
204,64700.2,147,AmbushHotChoke,-0.18,-0.415,-0.341,0.0743
204,64703.1,147,AmbushHotChoke,-0.18,-0.341,-0.289,0.0520
204,64706.6,147,AmbushHotChoke,-0.28,-0.289,-0.284,0.0047
204,64709.3,147,AmbushHotChoke,-0.38,-0.284,-0.308,-0.0244
204,64712.7,147,AmbushHotChoke,-0.48,-0.308,-0.358,-0.0493
204,64716.8,147,AmbushHotChoke,-1.19,-0.358,-0.604,-0.2466
204,64760.3,147,Patrol,-0.34,-0.591,-0.511,0.0797
204,64775.4,129,AmbushHotChoke,-0.51,-0.140,-0.237,-0.0970
204,64784.1,129,AmbushHotChoke,-0.01,-0.237,-0.153,0.0849
204,64796.8,115,HideSpotCheck,0.12,-0.798,-0.509,0.2889
204,64813.5,115,SweepArea,-0.16,-0.238,-0.206,0.0323
204,64816.8,115,SweepArea,-5.00,-0.206,-1.644,-1.4383
205,64838.6,115,SweepArea,-0.60,-1.644,-1.324,0.3204
205,64869.3,136,Patrol,0.09,0.061,0.075,0.0139
205,64874.5,128,SweepArea,-0.04,-0.194,-0.125,0.0690
205,64881.4,146,SweepArea,-0.07,-0.073,-0.052,0.0216
205,64904.4,146,SweepArea,-0.08,-0.052,-0.052,0.0001
205,64913.0,146,SweepArea,-0.18,-0.052,-0.073,-0.0212
205,64922.0,146,SweepArea,-0.44,-0.073,-0.165,-0.0921
205,64931.8,146,HideSpotCheck,0.31,-0.108,0.033,0.1414
205,64941.7,146,HideSpotCheck,0.30,0.033,0.131,0.0973
205,64956.8,146,AmbushHotChoke,-0.37,-0.194,-0.235,-0.0406
206,64973.0,136,Patrol,0.99,0.075,0.360,0.2851
206,64973.3,136,Patrol,-0.66,0.360,0.114,-0.2454
206,64978.6,74,InvestigateLastHeard,0.14,0.474,0.394,-0.0800
206,64990.9,108,SweepArea,0.03,0.020,0.038,0.0181
206,65000.9,144,SweepArea,0.09,-0.462,-0.273,0.1887
206,65012.0,56,HeatSweep,0.04,0.032,0.050,0.0188
206,65017.4,144,SweepArea,-0.20,-0.273,-0.230,0.0430
206,65023.9,144,SweepArea,-0.06,-0.230,-0.158,0.0717
206,65030.1,144,SweepArea,-0.21,-0.158,-0.153,0.0055
206,65036.8,144,SweepArea,-0.32,-0.153,-0.181,-0.0285
206,65044.0,144,SweepArea,-0.42,-0.181,-0.233,-0.0517
206,65051.3,144,SweepArea,-0.37,-0.233,-0.254,-0.0214
206,65057.5,144,SweepArea,-1.06,-0.254,-0.474,-0.2197
206,65064.0,144,SweepArea,-1.47,-0.474,-0.750,-0.2761
206,65065.8,144,HideSpotCheck,0.23,-0.494,-0.250,0.2447
206,65089.5,144,SweepArea,-0.09,-0.750,-0.542,0.2079
206,65089.7,144,HideSpotCheck,-0.50,-0.250,-0.296,-0.0459
206,65090.1,144,HideSpotCheck,-0.50,-0.296,-0.328,-0.0323
206,65090.4,144,HideSpotCheck,-0.50,-0.328,-0.350,-0.0225
206,65090.7,144,HideSpotCheck,-0.60,-0.350,-0.396,-0.0457
206,65091.0,144,HideSpotCheck,-0.70,-0.396,-0.458,-0.0620
206,65091.3,144,HideSpotCheck,-0.80,-0.458,-0.531,-0.0734
206,65091.6,144,HideSpotCheck,-1.50,-0.531,-0.793,-0.2614
206,65093.2,144,SweepArea,-0.17,-0.542,-0.402,0.1402
206,65094.7,144,SweepArea,-0.17,-0.402,-0.303,0.0984
206,65096.3,144,SweepArea,-0.17,-0.303,-0.235,0.0686
206,65097.8,144,SweepArea,-0.27,-0.235,-0.217,0.0183
206,65099.4,144,SweepArea,-0.37,-0.217,-0.234,-0.0174
206,65100.8,144,SweepArea,-0.46,-0.234,-0.276,-0.0417
206,65102.5,144,SweepArea,-1.17,-0.276,-0.516,-0.2398
206,65103.9,144,SweepArea,-1.41,-0.516,-0.758,-0.2423
206,65143.3,144,Patrol,0.09,-0.585,-0.378,0.2073
206,65188.6,144,Patrol,-0.72,-0.378,-0.478,-0.0997
206,65204.2,128,SweepArea,-0.31,-0.125,-0.170,-0.0447
206,65220.4,128,SweepArea,-0.31,-0.170,-0.204,-0.0336
206,65237.3,128,SweepArea,-0.17,-0.204,-0.184,0.0197
206,65253.6,128,SweepArea,-0.26,-0.184,-0.198,-0.0141
206,65270.0,128,SweepArea,-0.51,-0.198,-0.284,-0.0856
206,65286.3,128,SweepArea,-0.46,-0.284,-0.328,-0.0441
206,65301.5,128,HeatSweep,-0.50,-0.310,-0.354,-0.0441
206,65345.4,144,Patrol,-0.34,-0.478,-0.434,0.0438
206,65359.0,128,SweepArea,-0.29,-0.328,-0.305,0.0228
206,65375.7,128,SweepArea,-0.32,-0.305,-0.299,0.0056
206,65392.2,128,SweepArea,-0.16,-0.299,-0.249,0.0498
206,65408.1,128,SweepArea,-0.41,-0.249,-0.288,-0.0385
206,65424.7,128,SweepArea,-0.52,-0.288,-0.347,-0.0591
206,65439.8,128,HeatSweep,-0.50,-0.354,-0.384,-0.0299
206,65483.4,144,Patrol,-0.34,-0.434,-0.403,0.0313
206,65493.9,128,HeatSweep,0.12,-0.384,-0.217,0.1669
206,65506.2,116,AmbushHotChoke,-0.27,0.067,-0.014,-0.0813
206,65506.5,146,HideSpotCheck,-0.50,0.131,-0.020,-0.1506
206,65506.9,146,HideSpotCheck,-0.50,-0.020,-0.136,-0.1159
206,65516.6,146,HeatSweep,0.01,-0.117,-0.064,0.0537
206,65530.6,116,AmbushHotChoke,-0.29,-0.014,-0.087,-0.0725
206,65544.3,128,SweepArea,-0.29,-0.347,-0.319,0.0285
206,65559.5,128,HeatSweep,-0.50,-0.217,-0.290,-0.0725
206,65571.6,116,HeatSweep,0.03,-0.191,-0.110,0.0816
206,65585.7,146,HeatSweep,-0.01,-0.064,-0.037,0.0272
206,65598.2,116,AmbushHotChoke,-0.27,-0.087,-0.132,-0.0454
206,65612.0,128,HeatSweep,-0.06,-0.290,-0.210,0.0795
206,65626.7,128,HeatSweep,-0.30,-0.210,-0.227,-0.0162
206,65640.6,128,HeatSweep,-0.06,-0.227,-0.166,0.0606
206,65655.7,128,HeatSweep,-0.75,-0.166,-0.332,-0.1659
206,65669.0,128,SweepArea,-0.28,-0.319,-0.297,0.0214
206,65685.6,128,SweepArea,-0.32,-0.297,-0.294,0.0033
206,65702.3,128,SweepArea,-0.32,-0.294,-0.292,0.0022
206,65717.5,128,AmbushHotChoke,-0.50,-0.353,-0.385,-0.0320
206,65760.2,116,Patrol,-0.33,-0.384,-0.365,0.0195
206,65773.8,128,SweepArea,-0.29,-0.292,-0.280,0.0123
206,65790.2,128,SweepArea,-0.31,-0.280,-0.281,-0.0012
206,65807.0,128,SweepArea,-0.17,-0.281,-0.238,0.0428
206,65823.6,128,SweepArea,-0.42,-0.238,-0.279,-0.0416
206,65838.8,129,AmbushHotChoke,-0.45,-0.153,-0.234,-0.0810
206,65881.7,145,Patrol,-0.33,-0.221,-0.250,-0.0295
206,65884.9,129,AmbushHotChoke,-0.18,-0.234,-0.195,0.0388
206,65888.8,129,AmbushHotChoke,-0.19,-0.195,-0.170,0.0242
206,65904.1,129,AmbushHotChoke,-0.63,-0.170,-0.308,-0.1373
206,65949.2,147,Patrol,-0.86,-0.511,-0.613,-0.1016
206,65959.2,117,HeatSweep,-0.25,0.038,-0.039,-0.0769
207,65998.6,145,Patrol,0.01,-0.250,-0.171,0.0796
207,66003.6,128,SweepArea,-0.04,-0.279,-0.185,0.0945
207,66007.8,146,HeatSweep,-0.19,-0.037,-0.060,-0.0239
207,66011.2,146,HeatSweep,-0.18,-0.060,-0.073,-0.0128
207,66014.7,146,HeatSweep,-0.19,-0.073,-0.083,-0.0096
207,66018.1,146,HeatSweep,-0.28,-0.083,-0.119,-0.0365
207,66022.2,146,HeatSweep,-0.39,-0.119,-0.177,-0.0581
207,66026.1,146,HideSpotCheck,0.40,-0.136,0.049,0.1852
207,66041.3,146,AmbushHotChoke,-0.50,-0.235,-0.301,-0.0665
207,66055.6,144,SweepArea,0.01,-0.758,-0.515,0.2430
207,66065.4,146,HideSpotCheck,0.30,0.049,0.143,0.0940
207,66075.4,146,HideSpotCheck,0.30,0.143,0.216,0.0729
207,66085.3,146,HideSpotCheck,0.15,0.216,0.236,0.0196
207,66094.7,146,HideSpotCheck,0.21,0.236,0.270,0.0346
207,66104.3,146,HideSpotCheck,-0.05,0.270,0.225,-0.0454
207,66114.4,146,HideSpotCheck,0.00,0.225,0.198,-0.0274
207,66124.3,146,HideSpotCheck,-0.70,0.198,-0.035,-0.2329
207,66134.4,146,HideSpotCheck,-0.95,-0.035,-0.293,-0.2578
207,66142.9,146,SweepArea,-0.23,-0.165,-0.167,-0.0023
207,66151.8,146,SweepArea,-0.09,-0.167,-0.125,0.0421
207,66180.9,146,Patrol,0.13,-0.279,-0.151,0.1287
207,66203.7,146,SweepArea,-0.38,-0.125,-0.192,-0.0671
207,66219.0,146,AmbushHotChoke,-0.37,-0.301,-0.306,-0.0053
207,66255.5,136,Patrol,-0.27,0.114,0.005,-0.1099
207,66268.8,130,AmbushHotChoke,0.15,-0.147,-0.043,0.1045
207,66313.9,124,Patrol,-0.80,0.109,-0.163,-0.2714
207,66315.4,153,SweepArea,-0.16,-0.135,-0.128,0.0077
207,66316.9,153,SweepArea,-0.17,-0.128,-0.135,-0.0073
207,66328.2,147,AmbushHotChoke,-0.02,-0.604,-0.415,0.1887
207,66341.8,125,HideSpotCheck,0.11,0.047,0.081,0.0337
207,66352.3,125,HideSpotCheck,0.30,0.081,0.162,0.0814
207,66363.1,125,HideSpotCheck,0.14,0.162,0.184,0.0221
207,66369.6,125,AmbushHotChoke,-0.01,0.017,0.048,0.0308
207,66381.6,125,HideSpotCheck,-5.00,0.184,-1.371,-1.5552
208,66382.6,125,HideSpotCheck,0.42,-1.371,-0.820,0.5507
208,66397.7,125,AmbushHotChoke,-0.50,0.048,-0.103,-0.1509
208,66442.9,144,Patrol,-0.94,-0.403,-0.561,-0.1584
208,66451.5,144,SweepArea,0.07,-0.515,-0.321,0.1935
208,66468.1,144,SweepArea,-0.02,-0.321,-0.217,0.1045
208,66474.8,126,HideSpotCheck,0.18,-0.715,-0.425,0.2905
208,66507.1,126,Patrol,0.11,-0.228,-0.123,0.1059
208,66552.2,126,Patrol,-0.88,-0.123,-0.347,-0.2249
208,66566.0,144,SweepArea,-0.29,-0.217,-0.223,-0.0066
208,66594.9,126,Patrol,-0.19,-0.347,-0.293,0.0540
208,66639.3,126,Patrol,-0.13,-0.293,-0.240,0.0533
208,66644.2,144,SweepArea,-0.01,-0.223,-0.137,0.0864
208,66660.8,144,SweepArea,-0.32,-0.137,-0.181,-0.0441
208,66689.8,127,Patrol,-0.19,-0.685,-0.532,0.1532
208,66690.1,127,HideSpotCheck,-0.50,-0.700,-0.618,0.0815
208,66735.2,127,Patrol,-0.88,-0.532,-0.635,-0.1037
208,66774.6,145,Patrol,0.00,-0.171,-0.118,0.0530
208,66819.7,109,Patrol,-0.95,-0.767,-0.821,-0.0535
209,66864.8,145,Patrol,-0.80,-0.118,-0.320,-0.2024
209,66868.9,144,SweepArea,-0.19,-0.181,-0.160,0.0213
209,66873.1,144,SweepArea,-0.19,-0.160,-0.146,0.0141
209,66877.8,144,SweepArea,0.04,-0.146,-0.066,0.0798
209,66922.8,126,Patrol,-0.67,-0.240,-0.369,-0.1286
209,66925.5,62,InvestigateLastHeard,-0.02,0.047,0.046,-0.0014
209,66928.4,134,AmbushHotChoke,-0.18,0.065,0.010,-0.0557
209,66941.9,134,SweepArea,-0.28,0.016,-0.064,-0.0798
209,66947.5,134,AmbushHotChoke,-0.01,0.010,0.018,0.0080
209,66950.6,134,AmbushHotChoke,-0.18,0.018,-0.024,-0.0420
209,66995.7,134,Patrol,-0.80,0.008,-0.232,-0.2399
209,66997.2,144,SweepArea,-0.17,-0.066,-0.068,-0.0024
209,66998.6,144,SweepArea,-0.01,-0.068,-0.024,0.0445
209,67000.1,144,SweepArea,-0.17,-0.024,-0.039,-0.0149
209,67001.7,144,SweepArea,-0.27,-0.039,-0.080,-0.0408
209,67003.2,144,SweepArea,-0.37,-0.080,-0.138,-0.0582
209,67004.7,144,SweepArea,-0.47,-0.138,-0.209,-0.0710
209,67006.2,144,SweepArea,-1.16,-0.209,-0.468,-0.2593
209,67007.8,144,SweepArea,-1.42,-0.468,-0.725,-0.2572
210,67044.2,144,Patrol,0.04,-0.561,-0.377,0.1838
210,67075.3,126,Patrol,0.18,-0.369,-0.199,0.1699
210,67076.2,126,Patrol,0.91,-0.199,0.158,0.3568
210,67077.3,126,Patrol,-0.48,0.158,0.074,-0.0840
210,67082.5,74,InvestigateLastHeard,0.14,0.394,0.338,-0.0560
210,67090.2,114,AmbushHotChoke,0.07,-0.125,-0.052,0.0735
210,67112.1,128,SweepArea,-0.37,-0.185,-0.230,-0.0454
210,67141.0,144,Patrol,-0.02,-0.377,-0.265,0.1126
210,67185.9,126,Patrol,-0.05,0.074,0.040,-0.0338
210,67224.9,144,Patrol,0.01,-0.265,-0.178,0.0862
210,67238.1,126,SweepArea,-0.28,-1.024,-0.787,0.2375
210,67283.2,126,Patrol,-0.76,0.040,-0.198,-0.2385
210,67310.0,144,Patrol,0.08,-0.178,-0.093,0.0850
210,67322.2,130,AmbushHotChoke,-0.07,-0.043,0.029,0.0718
210,67336.0,122,HeatSweep,0.01,0.502,0.369,-0.1331
210,67368.0,146,Patrol,-0.06,-0.151,-0.119,0.0316
210,67381.5,130,HeatSweep,0.09,-0.291,-0.163,0.1283
210,67389.1,130,AmbushHotChoke,-0.02,0.029,0.089,0.0603
210,67403.2,122,HeatSweep,-0.29,0.369,0.185,-0.1838
210,67429.4,146,Patrol,0.03,-0.119,-0.068,0.0507
210,67473.4,148,Patrol,-0.34,0.068,-0.010,-0.0780
210,67486.8,159,HideSpotCheck,0.12,0.003,0.252,0.2490
210,67502.1,159,SweepArea,-5.00,1.426,-0.502,-1.9277
211,67503.5,159,SweepArea,-0.02,-0.502,-0.344,0.1583
211,67534.5,144,Patrol,0.09,-0.093,-0.032,0.0610
212,67579.7,144,Patrol,-0.80,-0.032,-0.260,-0.2279
212,67618.6,144,Patrol,0.03,-0.260,-0.169,0.0914
212,67666.7,144,Patrol,-0.82,-0.169,-0.347,-0.1779
212,67679.3,80,HeatSweep,0.02,0.653,0.480,-0.1739
212,67714.3,146,Patrol,0.05,-0.068,-0.029,0.0392
212,67729.4,134,AmbushHotChoke,-0.64,-0.024,-0.196,-0.1712
212,67774.6,146,Patrol,-0.71,-0.029,-0.230,-0.2012
212,67784.4,116,HeatSweep,0.05,-0.110,-0.044,0.0658
212,67794.0,146,HeatSweep,0.00,-0.177,-0.110,0.0679
212,67803.6,116,HeatSweep,-0.25,-0.044,-0.087,-0.0433
212,67813.4,146,HeatSweep,-0.10,-0.110,-0.093,0.0165
212,67823.7,116,HeatSweep,-0.45,-0.087,-0.180,-0.0929
212,67833.1,146,HeatSweep,-0.30,-0.093,-0.140,-0.0473
212,67838.7,116,SweepArea,-0.21,-2.734,-1.957,0.7769
212,67853.9,116,AmbushHotChoke,-0.65,-0.132,-0.275,-0.1428
212,67867.2,146,HeatSweep,-0.09,-0.140,-0.114,0.0259
212,67888.7,134,SweepArea,-0.06,-0.064,-0.055,0.0093
212,67896.0,146,HeatSweep,0.11,-0.114,-0.031,0.0830
212,67909.9,128,SweepArea,-0.29,-0.230,-0.234,-0.0035
212,67917.1,146,HeatSweep,-0.04,-0.031,-0.018,0.0130
212,67942.2,128,SweepArea,-0.60,-0.234,-0.178,0.0564
212,67961.7,150,SweepArea,-0.15,0.008,-0.028,-0.0363
212,67968.8,146,HeatSweep,-0.04,-0.018,-0.009,0.0096
212,67982.7,128,SweepArea,-0.29,-0.178,-0.197,-0.0193
212,67989.8,146,HeatSweep,-0.04,-0.009,-0.002,0.0064
212,68003.9,128,SweepArea,-0.29,-0.197,-0.211,-0.0142
212,68011.0,146,HeatSweep,-0.04,-0.002,0.002,0.0045
212,68025.4,128,SweepArea,-0.29,-0.211,-0.222,-0.0113
212,68032.5,146,HeatSweep,-0.04,0.002,0.005,0.0034
212,68046.9,128,SweepArea,-0.29,-0.222,-0.230,-0.0081
212,68054.1,146,HeatSweep,-0.03,0.005,0.008,0.0027
212,68068.6,128,SweepArea,-0.29,-0.230,-0.236,-0.0057
212,68075.8,146,HeatSweep,-0.04,0.008,0.010,0.0014
212,68089.6,128,SweepArea,-0.29,-0.236,-0.250,-0.0136
212,68104.7,147,AmbushHotChoke,-0.62,-0.415,-0.473,-0.0574
212,68149.9,135,Patrol,-0.89,-0.539,-0.641,-0.1024
212,68165.0,117,HeatSweep,-0.65,-0.039,-0.218,-0.1793
212,68210.1,135,Patrol,-0.76,-0.641,-0.675,-0.0342
213,68255.3,135,Patrol,-0.80,-0.675,-0.710,-0.0352
213,68294.2,126,Patrol,0.06,-0.198,-0.116,0.0820
213,68333.1,144,Patrol,0.81,-0.347,0.005,0.3517
213,68333.9,144,Patrol,-1.06,0.005,-0.302,-0.3074
213,68339.1,74,InvestigateLastHeard,0.14,0.338,0.299,-0.0396
213,68343.6,114,AmbushHotChoke,-0.20,-0.052,-0.073,-0.0216
213,68347.7,114,AmbushHotChoke,-0.19,-0.073,-0.087,-0.0135
213,68354.5,114,AmbushHotChoke,10.00,-0.087,2.939,3.0261
214,68356.2,114,AmbushHotChoke,0.07,2.939,2.091,-0.8478
214,68360.4,90,SweepArea,-0.19,-0.262,-0.217,0.0445
214,68405.6,144,Patrol,-0.80,-0.302,-0.449,-0.1470
214,68450.8,126,Patrol,-0.63,-0.116,-0.268,-0.1515
214,68482.6,126,Patrol,0.08,-0.268,-0.157,0.1106
214,68526.2,126,Patrol,-0.15,-0.157,-0.152,0.0055
214,68540.3,108,SweepArea,-0.29,0.038,-0.047,-0.0850
214,68556.5,108,SweepArea,-0.31,-0.047,-0.124,-0.0772
214,68601.7,109,Patrol,-0.80,-0.821,-0.814,0.0073
214,68620.1,145,Patrol,1.00,-0.320,0.085,0.4053
214,68620.7,145,Patrol,-0.64,0.085,-0.119,-0.2048
214,68625.7,75,InvestigateLastHeard,-0.01,0.102,0.086,-0.0162
214,68640.9,115,HeatSweep,-0.65,-0.346,-0.425,-0.0794
214,68653.7,129,AmbushHotChoke,-0.01,-0.308,-0.207,0.1012
214,68666.2,115,HeatSweep,0.03,-0.425,-0.282,0.1434
214,68672.3,145,SweepArea,0.10,-0.990,-0.652,0.3383
215,68717.4,145,Patrol,-0.80,-0.119,-0.321,-0.2017
215,68762.4,144,Patrol,-0.80,-0.449,-0.552,-0.1024
215,68807.7,144,Patrol,-0.73,-0.552,-0.602,-0.0500
215,68821.3,108,SweepArea,0.01,-0.124,-0.068,0.0557
215,68850.7,126,Patrol,0.14,-0.152,-0.060,0.0921
215,68865.1,128,SweepArea,-0.14,-0.250,-0.203,0.0467
215,68873.9,144,SweepArea,-0.24,-0.725,-0.560,0.1651
215,68882.5,144,SweepArea,-0.08,-0.560,-0.398,0.1619
215,68892.3,144,SweepArea,-0.35,-0.398,-0.365,0.0332
215,68900.6,144,SweepArea,-0.28,-0.365,-0.321,0.0444
215,68910.2,144,HideSpotCheck,0.31,-0.793,-0.445,0.3478
215,68919.1,144,SweepArea,-0.24,-0.321,-0.278,0.0430
215,68927.5,144,SweepArea,-0.08,-0.278,-0.199,0.0788
215,68936.2,144,SweepArea,-0.24,-0.199,-0.191,0.0078
215,68945.0,144,SweepArea,-0.19,-0.191,-0.171,0.0204
215,68953.9,144,SweepArea,-0.44,-0.171,-0.233,-0.0617
215,68963.0,144,SweepArea,-0.39,-0.233,-0.262,-0.0290
215,68972.0,144,SweepArea,-1.09,-0.262,-0.491,-0.2296
215,68982.1,144,HideSpotCheck,0.30,-0.445,-0.213,0.2324
215,69010.8,145,Patrol,-0.19,-0.321,-0.277,0.0439
215,69055.5,145,Patrol,-0.16,-0.277,-0.240,0.0372
