Time,DecisionType,Winner,WinnerScore,CandidateCount,Top5Candidates
93001,2,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
93026,3,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,58)|R5(0,58)|R3(0,58)|C1(0,58)|
93389,5,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
93513,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
93522,1,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
93531,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
93539,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
93548,4,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
93556,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
93565,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
93821,1,Patrol,HUB,0,589,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R1(0,58)|
93836,8,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
93853,2,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
93869,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
93886,1,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
93902,3,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
93918,2,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
93934,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
94010,2,Patrol,HUB,0,588,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R1(0,58)|
94041,1,Patrol,HUB,0,592,10,HUB(0,59)|R1(0,58)|R5(0,58)|C1(0,58)|R7(0,58)|
94055,4,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
94214,7,Patrol,R7,0,590,10,R7(0,59)|R4(0,59)|R2(0,58)|HUB(0,58)|R5(0,58)|
94262,9,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
94285,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
94294,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
94490,7,Patrol,R7,0,606,10,R7(0,61)|R2(0,58)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
94498,4,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
94506,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
94515,3,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
94523,7,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
94561,8,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
94638,0,Patrol,R7,0,587,10,R7(0,59)|HUB(0,59)|R4(0,59)|R2(0,58)|R5(0,58)|
94647,1,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
94654,1,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
94660,5,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R6(0,58)|R5(0,58)|
94666,9,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
94673,6,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
94680,3,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
94686,9,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
94692,9,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
94732,1,Patrol,R7,0,595,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
94865,2,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
94878,2,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
94894,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
94910,6,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
94935,7,Patrol,HUB,0,590,10,HUB(0,59)|R5(0,58)|R7(0,58)|R4(0,58)|R2(0,58)|
94950,1,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
94951,7,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
94953,3,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
95138,8,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
95183,4,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
95205,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
95214,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
95223,4,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
95232,1,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
95240,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
95249,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
95258,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
95267,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
95946,1,Patrol,R7,0,589,10,R7(0,59)|R2(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
96383,0,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
96437,0,Patrol,HUB,0,590,10,HUB(0,59)|R5(0,58)|R7(0,58)|R4(0,58)|R2(0,58)|
96452,7,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
96469,1,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
96485,2,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
96960,4,Patrol,R2,0,595,10,R2(0,59)|R7(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
96965,4,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
97190,0,Patrol,R7,0,595,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
97371,1,Patrol,C1,0,586,10,C1(0,59)|HUB(0,59)|R1(0,59)|R7(0,58)|R2(0,58)|
97372,5,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
97461,3,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
97646,6,Patrol,HUB,0,590,10,HUB(0,59)|R5(0,59)|R7(0,58)|R4(0,58)|R2(0,58)|
97797,8,Patrol,R2,0,595,10,R2(0,59)|R7(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
97802,5,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
97818,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
97827,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
97837,7,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
97853,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
97862,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
97871,8,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
97880,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
98104,4,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
98118,4,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
98135,3,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
98151,6,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R3(0,58)|R5(0,58)|
98540,7,Patrol,R1,0,597,10,R1(0,60)|HUB(0,58)|R3(0,58)|C1(0,57)|R7(0,57)|
98796,8,Patrol,R2,0,586,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R1(0,58)|
98806,6,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
98866,1,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
99003,0,Patrol,HUB,0,592,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|R4(0,58)|
99233,0,Patrol,HUB,0,592,10,HUB(0,59)|R5(0,58)|R7(0,58)|R1(0,58)|R4(0,58)|
99246,2,Patrol,HUB,0,590,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
99262,8,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
99279,3,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
99446,8,Patrol,R7,0,594,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
99517,1,Patrol,R7,0,595,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
99619,0,Patrol,HUB,0,590,10,HUB(0,59)|R7(0,58)|R4(0,58)|R2(0,58)|R5(0,58)|
99735,1,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
99740,5,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
100096,0,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
100107,9,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
100111,9,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
100182,1,Patrol,R1,0,588,10,R1(0,59)|HUB(0,58)|C1(0,58)|R7(0,58)|R2(0,58)|
100190,5,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
100194,5,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
100198,4,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R7(0,57)|
100202,3,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
100206,5,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R7(0,57)|
100210,0,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R7(0,57)|
100213,9,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R7(0,57)|
100257,5,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
100453,6,Patrol,R2,0,588,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
100462,0,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
100507,3,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
100577,6,Patrol,R7,0,590,10,R7(0,59)|R4(0,59)|HUB(0,58)|R2(0,58)|R5(0,58)|
100597,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
100606,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
100615,4,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
100658,0,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
100686,9,Patrol,R7,0,590,10,R7(0,59)|R2(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
100726,5,Patrol,R7,0,590,10,R7(0,59)|R2(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
100756,6,Patrol,R7,0,590,10,R7(0,59)|R2(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
100787,5,Patrol,R7,0,590,10,R7(0,59)|R2(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
100843,3,Patrol,R7,0,590,10,R7(0,59)|R2(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
100876,4,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
100878,0,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
100879,4,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
100880,8,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
100882,2,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
100883,7,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
100885,1,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
100886,6,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
100926,9,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
100947,6,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
100954,4,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
100961,0,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
100967,7,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
100974,6,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
100981,8,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
100988,1,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R6(0,58)|R5(0,58)|
100994,4,Patrol,R4,0,588,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
101196,6,Patrol,R7,0,594,10,R7(0,59)|R4(0,59)|R2(0,59)|HUB(0,58)|EXIT(0,58)|
101488,9,Patrol,R1,0,586,10,R1(0,59)|HUB(0,59)|C1(0,58)|R7(0,58)|R2(0,58)|
101498,1,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
101502,2,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
101506,4,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
101510,1,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
101513,9,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
101855,0,Patrol,HUB,0,591,10,HUB(0,59)|R7(0,58)|C1(0,58)|R2(0,58)|R1(0,58)|
102881,4,Patrol,R4,0,592,10,R4(0,59)|R7(0,59)|R2(0,58)|HUB(0,58)|EXIT(0,58)|
102886,7,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
102893,5,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
102900,4,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
103032,3,Patrol,HUB,0,589,10,HUB(0,59)|R7(0,58)|R4(0,58)|R5(0,58)|R2(0,58)|
103110,0,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
103268,5,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
103269,8,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
103653,8,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
103815,0,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
103845,6,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
103849,7,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
103853,8,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
103858,5,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
103862,9,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
103867,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
103871,6,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
103876,1,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
103880,7,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
104331,3,Patrol,HUB,0,590,10,HUB(0,59)|R7(0,58)|R4(0,58)|R2(0,58)|R5(0,58)|
104391,4,Patrol,R5,0,594,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
104395,6,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
104399,9,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
104404,8,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
104409,3,Patrol,R5,0,590,10,R5(0,59)|HUB(0,58)|R6(0,58)|R4(0,57)|R7(0,57)|
104775,8,Patrol,C1,0,586,10,C1(0,59)|HUB(0,59)|R1(0,59)|R7(0,58)|R2(0,58)|
104822,2,Patrol,R2,0,587,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
104830,8,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
104847,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
104856,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
104865,2,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
104873,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
104882,3,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
104890,7,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
104899,5,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
104927,6,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105044,4,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
105105,6,Patrol,R3,0,588,10,R3(0,59)|R1(0,59)|HUB(0,58)|R5(0,58)|R7(0,57)|
105121,3,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
105146,5,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
105148,1,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
105149,6,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
105151,2,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
105152,7,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
105154,3,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
105155,7,Patrol,C1,0,588,10,C1(0,59)|HUB(0,58)|R1(0,58)|R7(0,58)|R2(0,58)|
105202,4,Patrol,R2,0,588,10,R2(0,59)|R7(0,59)|HUB(0,58)|C1(0,58)|R4(0,58)|
105210,3,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
105309,2,Patrol,HUB,0,595,10,HUB(0,59)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
105356,6,Patrol,R4,0,587,10,R4(0,59)|R7(0,59)|HUB(0,58)|R5(0,58)|R6(0,58)|
105408,6,Patrol,HUB,0,592,10,HUB(0,59)|R5(0,58)|R7(0,58)|R1(0,58)|R4(0,58)|
105568,3,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105577,0,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105618,8,Patrol,R7,0,596,10,R7(0,60)|EXIT(0,59)|R4(0,58)|R2(0,58)|R6(0,57)|
105641,9,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105650,6,Patrol,R7,0,603,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105659,4,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105668,1,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105676,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105685,8,Patrol,R7,0,602,10,R7(0,60)|R2(0,59)|R4(0,58)|EXIT(0,58)|HUB(0,57)|
105709,9,Patrol,HUB,0,589,10,HUB(0,59)|R7(0,59)|R4(0,58)|R2(0,58)|R5(0,58)|
105726,4,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
105742,4,Patrol,HUB,0,589,10,HUB(0,59)|R1(0,59)|C1(0,58)|R5(0,58)|R3(0,58)|
105822,6,Patrol,HUB,0,595,10,HUB(0,60)|R5(0,58)|R1(0,58)|R7(0,58)|C1(0,58)|
105847,8,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
105849,4,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
105851,0,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
105852,6,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
105854,6,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
105856,2,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
105857,6,Patrol,R6,0,588,10,R6(0,59)|R5(0,58)|R4(0,58)|R7(0,58)|HUB(0,58)|
106027,3,Patrol,R2,0,595,10,R2(0,59)|R7(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
106032,2,Patrol,R7,0,592,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,58)|
106033,6,Patrol,R7,0,594,10,R7(0,59)|R2(0,59)|R4(0,58)|HUB(0,58)|C1(0,57)|
106058,6,Patrol,R1,0,597,10,R1(0,60)|HUB(0,58)|R3(0,58)|C1(0,57)|R7(0,57)|
106062,4,Patrol,R1,0,594,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R7(0,57)|
106066,0,Patrol,R1,0,593,10,R1(0,59)|HUB(0,58)|R3(0,58)|C1(0,58)|R5(0,57)|
